Name,MC,Attr,Ref,LABEL
Mathinterpreter.ecore_results.txt,8,4,10,model
Mdsdassignment2.ecore_results.txt,8,1,13,model
mealymodel.ecore_results.txt,4,4,7,model
Measure.ecore_results.txt,8,11,11,model
MediaLibrary.ecore_results.txt,15,18,12,model
menus.ecore_results.txt,2,5,2,model
merged.ecore_results.txt,66,41,138,model
metamodel.ecore_results.txt,8,14,14,model
metamodel@runtime.ecore_results.txt,24,14,32,model
metamodeloArquitecturaPila.ecore_results.txt,26,35,33,model
MetamodeloFeature.ecore_results.txt,2,2,2,model
metaModelSM.ecore_results.txt,6,0,9,model
MetamodelSpineFM.ecore_results.txt,5,4,10,model
metaModelStateMachine.ecore_results.txt,5,0,11,model
metric.ecore_results.txt,5,14,1,model
MetricDSL.ecore_results.txt,11,9,12,model
metrics.ecore_results.txt,8,7,11,model
MGraph.ecore_results.txt,3,3,8,model
microArch.ecore_results.txt,16,14,25,model
MicrocontrollerModeling.ecore_results.txt,13,26,13,model
migrationModeler.ecore_results.txt,33,44,39,model
mindstorms-sample.ecore_results.txt,6,7,4,model
mindstorms.ecore_results.txt,3,4,1,model
minidrone.ecore_results.txt,4,4,1,model
minifsm.ecore_results.txt,3,3,6,model
miniJava.ecore_results.txt,42,11,64,model
minilang.ecore_results.txt,14,5,17,model
MinilangLanguageMT.ecore_results.txt,12,12,18,model
MiniOCL.ecore_results.txt,28,14,38,model
MiniOCLCS.ecore_results.txt,27,20,40,model
min_uml2.ecore_results.txt,3,2,6,model
mission.ecore_results.txt,10,7,13,model
MissionsDSL.ecore_results.txt,6,17,8,model
Mitra.ecore_results.txt,59,38,102,model
mm-db.fel.ecore_results.txt,2,0,2,model
mm-rdb.ecore_results.txt,28,93,1,model
mm1.ecore_results.txt,4,4,5,model
mm2.ecore_results.txt,4,4,7,model
mm4.ecore_results.txt,3,4,3,model
mMDSL.ecore_results.txt,122,142,201,model
MMTree.ecore_results.txt,3,2,1,model
model.ecore_results.txt,14,7,10,model
model1.ecore_results.txt,12,13,20,model
ModelDraw.ecore_results.txt,12,11,22,model
ModelDsl.ecore_results.txt,28,24,34,model
modelSlice.ecore_results.txt,4,1,7,model
ModifiedGraph.ecore_results.txt,2,1,3,model
mofscriptmodel.ecore_results.txt,39,66,54,model
morel.ecore_results.txt,57,31,76,model
MPL.ecore_results.txt,19,6,30,model
mpupkb.ecore_results.txt,4,5,4,model
MRPTrace.ecore_results.txt,5,4,5,model
Mscript.ecore_results.txt,62,28,103,model
MTeach.ecore_results.txt,3,6,4,model
mtl.ecore_results.txt,23,13,47,model
MTLCST.ecore_results.txt,22,15,37,model
multipackage_library.ecore_results.txt,1,1,2,model
MutatorEnvironment.ecore_results.txt,28,14,38,model
mvc.ecore_results.txt,16,20,27,model
My.ecore_results.txt,5,6,5,model
MyAtl.ecore_results.txt,45,28,67,model
MyDot.ecore_results.txt,8,3,8,model
MyDsl.ecore_results.txt,73,60,95,model
MyDsl01.ecore_results.txt,13,18,11,model
MyDsl1.ecore_results.txt,2,1,1,model
MyDsl2.ecore_results.txt,2,1,1,model
myffbd.ecore_results.txt,7,8,13,model
myFirstEditorCustom.ecore_results.txt,3,4,6,model
myfsm.ecore_results.txt,3,3,4,model
MyMath.ecore_results.txt,6,1,9,model
MyMetricsModel.ecore_results.txt,4,10,1,model
MySQL.ecore_results.txt,9,6,8,model
MyStateMachines.ecore_results.txt,4,3,6,model
MyTuto.ecore_results.txt,6,5,5,model
MyUMLClassDiagram.ecore_results.txt,6,7,7,model
necsis14_classdiagram.ecore_results.txt,4,3,6,model
necsis14_databaseschema.ecore_results.txt,3,1,3,model
nested102.ecore_results.txt,9,3,10,model
nested103.ecore_results.txt,10,4,12,model
network.ecore_results.txt,5,3,8,model
newClasses.ecore_results.txt,13,45,10,model
NHSM.ecore_results.txt,3,1,4,model
nicoLang.ecore_results.txt,3,4,4,model
nocollectionowner.ecore_results.txt,6,19,9,model
NoJdtTestLanguage.ecore_results.txt,2,1,2,model
Noop.ecore_results.txt,52,17,88,model
notation.ecore_results.txt,10,18,8,model
npnets.ecore_results.txt,43,15,78,model
NQC.ecore_results.txt,27,12,46,model
ntnustudies.ecore_results.txt,7,14,15,model
oaam.ecore_results.txt,145,168,321,model
ObjectProperty_4.ecore_results.txt,2,0,2,model
OCCI.ecore_results.txt,26,44,43,model
OCL.ecore_results.txt,20,12,23,model
OCLCST.ecore_results.txt,37,26,56,model
ocldriven.ecore_results.txt,5,4,10,model
OCLEcore.ecore_results.txt,3,1,4,model
OCLinEcoreCST.ecore_results.txt,27,16,33,model
OCLlite.ecore_results.txt,44,29,50,model
oclstdlib.ecore_results.txt,2,2,3,model
OCLstdlibCS.ecore_results.txt,8,8,6,model
ocltutorial.ecore_results.txt,4,4,7,model
OCLUML.ecore_results.txt,6,0,7,model
odemcustom.ecore_results.txt,88,26,123,model
office.ecore_results.txt,4,2,4,model
OO.ecore_results.txt,7,4,11,model
oogen.ecore_results.txt,45,36,64,model
OO_concept.ecore_results.txt,8,5,11,model
OO_concept_initial.ecore_results.txt,9,3,12,model
operators.ecore_results.txt,7,5,3,model
ORDB4ORA.ecore_results.txt,43,72,46,model
OrderSystem.ecore_results.txt,2,2,0,model
org.eclipse.gmf.graphdef.jar_models.gmfgraph.ecore_results.txt,48,78,57,model
Organization.ecore_results.txt,2,4,1,model
organizationChart.ecore_results.txt,5,9,15,model
origin.ecore_results.txt,1,1,0,model
Original.ecore_results.txt,2,3,1,model
originalCompositeFSM.ecore_results.txt,6,2,8,model
otherfsm.ecore_results.txt,6,7,9,model
overridesecondarytable.ecore_results.txt,5,7,3,model
oving1APD.ecore_results.txt,6,11,17,model
oving4.ecore_results.txt,16,39,37,model
owl.ecore_results.txt,20,6,42,model
OzobotL.ecore_results.txt,11,13,11,model
package.ecore_results.txt,11,32,11,model
PagosPIM.ecore_results.txt,25,21,47,model
Paper.ecore_results.txt,3,3,2,model
Paplj.ecore_results.txt,28,8,46,model
ParameterizedExpressionsTestLanguage.ecore_results.txt,12,9,15,model
party.ecore_results.txt,16,28,12,model
Pascal.ecore_results.txt,11,16,9,model
PatchTest.ecore_results.txt,3,5,4,model
PathExp.ecore_results.txt,4,1,6,model
PatternLanguage.ecore_results.txt,31,19,43,model
PCG.ecore_results.txt,4,3,5,model
pcm.ecore_results.txt,57,18,105,model
pcm_advice_advice.ecore_results.txt,105,22,221,model
PDL1.ecore_results.txt,4,4,3,model
PDL2.ecore_results.txt,7,7,7,model
People.ecore_results.txt,3,8,3,model
People1.ecore_results.txt,2,2,3,model
persistence.ecore_results.txt,18,74,31,model
person.ecore_results.txt,2,2,1,model
PersonCompany.ecore_results.txt,3,3,6,model
PersonDsl.ecore_results.txt,2,2,1,model
PersonList.ecore_results.txt,6,3,9,model
Persons.ecore_results.txt,1,2,0,model
PersonsDB1.ecore_results.txt,2,7,2,model
PersonsDB2.ecore_results.txt,2,6,2,model
PersonsOne.ecore_results.txt,3,4,1,model
PersonsRegister.ecore_results.txt,2,3,1,model
Persons_Extended.ecore_results.txt,6,2,8,model
petri.ecore_results.txt,6,3,6,model
petrinet.ecore_results.txt,5,2,6,model
petrinet101.ecore_results.txt,3,0,5,model
petrinet2.ecore_results.txt,4,3,3,model
petrinetcomplex.ecore_results.txt,3,3,5,model
PetrinetDsl.ecore_results.txt,8,8,14,model
petriNetEMF.ecore_results.txt,6,2,11,model
PetriNetMM0.ecore_results.txt,3,0,8,model
PetriNetModel.ecore_results.txt,6,6,7,model
PetriNets.ecore_results.txt,3,3,9,model
PetriNetsConcept.ecore_results.txt,0,0,0,model
PetriNetSemantics_updated.ecore_results.txt,12,12,16,model
PetriNetsSimulationConcept.ecore_results.txt,0,0,0,model
petrinettracemm.ecore_results.txt,16,3,30,model
petrinetv1.ecore_results.txt,3,4,4,model
petrinetv3.ecore_results.txt,3,6,6,model
PetriNetWeighted.ecore_results.txt,8,4,10,model
PetriNetWithOCLPaper.ecore_results.txt,5,6,12,model
PetriNetz.ecore_results.txt,6,4,12,model
petrinet_extendable.ecore_results.txt,5,4,5,model
PetriNet_extended.ecore_results.txt,13,3,24,model
petri_nets.ecore_results.txt,5,2,6,model
PhotosMetaModel.ecore_results.txt,65,47,96,model
picojava.ecore_results.txt,13,8,25,model
PiMM.ecore_results.txt,0,0,0,model
PiServiceComposition.ecore_results.txt,12,11,27,model
Pivot.ecore_results.txt,95,63,201,model
placeTransition.ecore_results.txt,54,46,84,model
platoon.ecore_results.txt,8,5,8,model
plsql.ecore_results.txt,50,28,59,model
pn.ecore_results.txt,3,3,6,model
pnmlcoremodel.ecore_results.txt,22,24,35,model
PNML_small.ecore_results.txt,7,7,6,model
PokerLeague.ecore_results.txt,15,42,20,model
PolicyEngine.ecore_results.txt,21,9,51,model
polybot.ecore_results.txt,6,5,5,model
polybot_modelling_language.ecore_results.txt,5,7,2,model
preprocess.ecore_results.txt,22,19,16,model
PrimerPO.ecore_results.txt,3,14,3,model
Primitives-provided.ecore_results.txt,1,0,1,model
Primitives.ecore_results.txt,5,0,5,model
PrimitiveTypes.ecore_results.txt,0,0,0,model
ProcessModellingConcept.ecore_results.txt,0,0,0,model
program.ecore_results.txt,6,11,10,model
programme.ecore_results.txt,6,15,10,model
ProgrammeNext.ecore_results.txt,7,13,9,model
programmes.ecore_results.txt,6,17,7,model
Project.ecore_results.txt,4,12,9,model
ProjectDsl.ecore_results.txt,5,8,4,model
Projects.ecore_results.txt,5,7,14,model
prolog.ecore_results.txt,2,1,1,model
prosjekt.ecore_results.txt,4,8,8,model
psample.ecore_results.txt,6,4,5,model
ptn.ecore_results.txt,4,5,5,model
ptn103.ecore_results.txt,3,2,5,model
ptn104.ecore_results.txt,3,2,5,model
ptnetLoLA.ecore_results.txt,12,16,13,model
publication102.ecore_results.txt,16,14,22,model
publication105.ecore_results.txt,13,12,17,model
publication2014b.ecore_results.txt,16,18,23,model
publicationExample.ecore_results.txt,2,0,3,model
Py.ecore_results.txt,26,10,32,model
Pycom.ecore_results.txt,20,15,23,model
Pyrep.ecore_results.txt,12,15,10,model
qm.ecore_results.txt,42,37,65,model
qualityMetamodel.ecore_results.txt,16,22,13,model
QualityMetrics.ecore_results.txt,5,13,3,model
qualitymodel.ecore_results.txt,7,16,6,model
QVT.ecore_results.txt,111,42,204,model
QVTcCST.ecore_results.txt,13,4,28,model
QVTcDataDependencyGraph.ecore_results.txt,8,8,10,model
QVTCST.ecore_results.txt,3,2,3,model
QVTimperativeCS.ecore_results.txt,8,3,17,model
QVTOperational.ecore_results.txt,17,11,43,model
QVTOperationalCST.ecore_results.txt,61,22,121,model
QVTrCST.ecore_results.txt,18,5,45,model
QVTrelationCS.ecore_results.txt,19,6,43,model
ra.ecore_results.txt,7,14,13,model
RailDsl.ecore_results.txt,20,29,20,model
Railway.ecore_results.txt,10,5,19,model
railway2stochasticpetrinet.ecore_results.txt,6,0,15,model
railway2virtualswitchview.ecore_results.txt,2,0,4,model
RAM.ecore_results.txt,54,26,91,model
RankPL.ecore_results.txt,9,2,12,model
RaspduinoDSL.ecore_results.txt,6,13,9,model
RasPiRover.ecore_results.txt,33,17,37,model
rcd_mm.ecore_results.txt,5,10,7,model
RCL.ecore_results.txt,20,13,19,model
RCLMT.ecore_results.txt,20,13,19,model
rdal.ecore_results.txt,26,41,62,model
rdb.ecore_results.txt,12,11,9,model
rdbmdl.ecore_results.txt,12,11,9,model
rdbms.ecore_results.txt,31,48,53,model
RDBMSMM.ecore_results.txt,6,6,17,model
Realop.ecore_results.txt,9,4,10,model
RedBlackTree.ecore_results.txt,2,1,4,model
RefinementsEcore.ecore_results.txt,15,28,26,model
RefUML.ecore_results.txt,38,33,79,model
region.ecore_results.txt,4,7,5,model
rel2rel.ecore_results.txt,4,3,5,model
relational.ecore_results.txt,3,1,5,model
relationaldatabase.ecore_results.txt,5,1,11,model
relationaldb.ecore_results.txt,6,3,6,model
RelationalDDBB.ecore_results.txt,7,7,11,model
relationalMetaModel.ecore_results.txt,3,3,6,model
relationworld.ecore_results.txt,7,4,10,model
release0.ecore_results.txt,3,2,8,model
remes-1.1.0.ecore_results.txt,16,17,23,model
remes-1.2.0.ecore_results.txt,19,19,38,model
remes.ecore_results.txt,14,11,19,model
ReneMartin.ecore_results.txt,2,1,1,model
rental.ecore_results.txt,6,15,12,model
rentalSample.ecore_results.txt,8,20,13,model
rentalSansGmfAnnot.ecore_results.txt,4,8,8,model
ReplaceDataValueWithObject_IN.ecore_results.txt,2,2,1,model
RepresentationGraph.ecore_results.txt,9,10,5,model
reprotool.lts.ecore_results.txt,4,0,9,model
ReqLanguage.ecore_results.txt,32,33,40,model
required-example.ecore_results.txt,2,0,3,model
research.ecore_results.txt,20,18,28,model
research32.ecore_results.txt,25,27,38,model
researchvc.ecore_results.txt,13,12,15,model
Resource.ecore_results.txt,2,1,1,model
resourceunload.ecore_results.txt,2,2,1,model
restapp.ecore_results.txt,11,57,11,model
restest_model.ecore_results.txt,5,13,4,model
rich_interface_components.ecore_results.txt,51,91,85,model
rif12.ecore_results.txt,0,0,0,model
right.ecore_results.txt,1,0,2,model
robo.ecore_results.txt,8,6,11,model
robochart.ecore_results.txt,82,21,138,model
RoboProse.ecore_results.txt,8,5,7,model
robot.ecore_results.txt,14,31,15,model
RobotDSL.ecore_results.txt,17,20,24,model
robotmodel.ecore_results.txt,11,23,24,model
Roc.ecore_results.txt,12,19,7,model
Room.ecore_results.txt,55,25,92,model
RootElement.ecore_results.txt,18,31,25,model
rosmodel.ecore_results.txt,17,27,38,model
rover.ecore_results.txt,15,14,15,model
RoverDSL.ecore_results.txt,4,7,4,model
roverml.ecore_results.txt,24,22,23,model
rpsl_perception_graph.ecore_results.txt,4,5,7,model
RuleSetMetrics.ecore_results.txt,2,7,3,model
rules_core.ecore_results.txt,4,1,6,model
ryz.ecore_results.txt,36,36,50,model
sAAP.ecore_results.txt,3,4,6,model
sample.ecore_results.txt,4,5,6,model
sample1.ecore_results.txt,5,10,3,model
samples.ecore_results.txt,2,2,2,model
schemaprimerpo.ecore_results.txt,4,16,6,model
Scheme.ecore_results.txt,2,1,1,model
scholar.ecore_results.txt,5,3,8,model
school.ecore_results.txt,7,7,8,model
schoolIncqDerived.ecore_results.txt,7,11,18,model
schoollibrary.ecore_results.txt,2,2,0,model
schoolRoom.ecore_results.txt,4,0,5,model
schul.ecore_results.txt,4,3,4,model
scxml.ecore_results.txt,8,25,14,model
se.ecore_results.txt,7,22,9,model
selflet.ecore_results.txt,31,34,33,model
Sensinact.ecore_results.txt,44,13,71,model
sequence.ecore_results.txt,27,25,45,model
service.ecore_results.txt,2,3,1,model
ServiceFeatureModel.ecore_results.txt,15,34,18,model
serviceInterfaces.ecore_results.txt,11,7,6,model
services.ecore_results.txt,2,2,6,model
sexec.ecore_results.txt,23,9,34,model
sgen.ecore_results.txt,13,12,13,model
sgraph.ecore_results.txt,13,8,18,model
Shape.ecore_results.txt,42,45,52,model
sihuhu.ecore_results.txt,8,2,15,model
SimpleAL.ecore_results.txt,6,4,4,model
simpleALEnv.ecore_results.txt,9,6,9,model
simpleany.ecore_results.txt,5,5,4,model
simpleanybase.ecore_results.txt,4,6,6,model
SimpleClass.ecore_results.txt,5,5,7,model
SimpleExpressions.ecore_results.txt,7,4,8,model
SimpleFamilies.ecore_results.txt,3,2,5,model
SimpleFSM.ecore_results.txt,3,1,7,model
simpleGraph.ecore_results.txt,4,2,6,model
SimpleGraph2Graph.ecore_results.txt,4,2,10,model
SimpleHierarchicalStateMachine.ecore_results.txt,4,3,6,model
simpleimperative.ecore_results.txt,8,4,8,model
Simplejava.ecore_results.txt,41,25,96,model
SimpleLang.ecore_results.txt,9,2,14,model
SimpleLib.ecore_results.txt,5,5,6,model
SimpleNonHierarchicalStateMachine.ecore_results.txt,3,5,6,model
simpleocl.ecore_results.txt,56,24,91,model
simpleparts.ecore_results.txt,5,3,9,model
SimplePDL.ecore_results.txt,5,5,8,model
SimplePDLSemantics_updated.ecore_results.txt,10,10,13,model
SimplePersons.ecore_results.txt,2,1,1,model
SimpleRDBMS.ecore_results.txt,3,6,5,model
SimplerKiamaAS.ecore_results.txt,3,2,2,model
SimplerKiamaCS.ecore_results.txt,3,0,3,model
simplestatechart101.ecore_results.txt,6,9,9,model
simpleStateMachineMetaModel.ecore_results.txt,3,3,9,model
SimpleTrace.ecore_results.txt,2,1,3,model
simpletree.ecore_results.txt,1,1,2,model
SimpleUML.ecore_results.txt,4,2,3,model
SimpleUMLtoRDBMS.ecore_results.txt,9,7,22,model
simpleUML_MM.ecore_results.txt,5,5,7,model
simpleworld.ecore_results.txt,4,3,4,model
simpleworld102.ecore_results.txt,7,7,10,model
SimpliC.ecore_results.txt,16,8,26,model
siple.ecore_results.txt,19,15,25,model
sipme.ecore_results.txt,26,50,70,model
sistedesMM.ecore_results.txt,11,36,9,model
skol.ecore_results.txt,4,3,4,model
SL.ecore_results.txt,39,23,80,model
SlicedUML2InsDataSet1class1.ecore_results.txt,1,1,1,model
SlicedUML2InsDataSet3.ecore_results.txt,32,20,41,model
SlicedUML2InsDataSet3subsetRequiresDifferentName.ecore_results.txt,2,1,1,model
SlicedUML2InsFSMbc1.ecore_results.txt,2,0,3,model
SlicedUML2InsLRBACtia1.ecore_results.txt,2,0,3,model
SlicedUML2InsUML2rsa1.ecore_results.txt,1,0,1,model
SlicedUML2InsUML2rsa2.ecore_results.txt,3,0,3,model
SlicedUML2InsUML2sfa2.ecore_results.txt,2,0,2,model
SlicedUML2WithIDInsER2MOFisAbstractDefined.ecore_results.txt,2,2,0,model
sm.ecore_results.txt,2,4,2,model
sm4.ecore_results.txt,3,2,8,model
sm5.ecore_results.txt,3,3,8,model
smach.ecore_results.txt,4,6,6,model
SmachDSL.ecore_results.txt,7,10,7,model
SmallJava.ecore_results.txt,17,5,20,model
smalluml.ecore_results.txt,10,8,8,model
SmartHome.ecore_results.txt,11,13,10,model
SmartHouse.ecore_results.txt,16,40,25,model
SmDsl.ecore_results.txt,7,5,11,model
smif.ecore_results.txt,55,25,126,model
smm.ecore_results.txt,39,44,90,model
smObservation.ecore_results.txt,4,4,13,model
smvcml.ecore_results.txt,12,16,15,model
SOA.ecore_results.txt,16,14,16,model
soaml.ecore_results.txt,22,8,29,model
sofiagraphics.ecore_results.txt,10,21,17,model
SoftGalleryLanguage.ecore_results.txt,185,137,136,model
SoftwareTraces.ecore_results.txt,3,5,5,model
solution_ohne_ocl.ecore_results.txt,10,10,16,model
sooml.ecore_results.txt,21,5,32,model
source2.ecore_results.txt,9,20,9,model
sourceanalysator.ecore_results.txt,5,6,9,model
sourceModel.ecore_results.txt,4,1,4,model
specializationmodel.ecore_results.txt,7,19,13,model
specmate.ecore_results.txt,31,58,15,model
spem.ecore_results.txt,3,4,8,model
spem2.ecore_results.txt,11,16,18,model
SQL.ecore_results.txt,10,6,16,model
SQL2003.ecore_results.txt,41,44,49,model
Sql4csv.ecore_results.txt,9,3,13,model
SqlCrudGenerator.ecore_results.txt,6,5,9,model
sqlitedb.ecore_results.txt,21,8,29,model
SqliteModel.ecore_results.txt,82,67,107,model
SqlMetamodel.ecore_results.txt,5,6,5,model
SqlModel.ecore_results.txt,5,7,12,model
SqlQueries.ecore_results.txt,4,1,5,model
src.ecore_results.txt,5,5,9,model
Standard.ecore_results.txt,33,0,34,model
startOfTrial_backup.ecore_results.txt,6,5,8,model
State.ecore_results.txt,13,10,20,model
stateChart.ecore_results.txt,7,15,6,model
StateDiagram.ecore_results.txt,3,3,3,model
statemachine.ecore_results.txt,23,17,35,model
statemachine103.ecore_results.txt,7,9,7,model
StateMachineDC.ecore_results.txt,5,7,8,model
StateMachineDiagram_Meta.ecore_results.txt,5,5,8,model
StateMachineDsl.ecore_results.txt,35,18,58,model
stateMachineEditRules.ecore_results.txt,3,4,6,model
StateMachineHyperedges.ecore_results.txt,3,2,7,model
StateMachinePL.ecore_results.txt,3,1,6,model
StateMachines-2.0.ecore_results.txt,7,2,16,model
StateMachines-provided.ecore_results.txt,9,4,28,model
StateMachines.ecore_results.txt,8,2,15,model
statemachinesexecutiondata.ecore_results.txt,1,0,1,model
statemachine_metamodel.ecore_results.txt,3,1,3,model
StateMachine_mk2.ecore_results.txt,5,3,14,model
Statemodel.ecore_results.txt,6,6,6,model
states.ecore_results.txt,7,8,7,model
statesml.ecore_results.txt,22,13,32,model
statesmodel.ecore_results.txt,3,0,6,model
statespace.ecore_results.txt,7,28,18,model
state_machine.ecore_results.txt,12,12,10,model
SText.ecore_results.txt,18,4,18,model
Stm.ecore_results.txt,9,7,20,model
stochasticpetrinet.ecore_results.txt,5,2,5,model
studies.ecore_results.txt,8,13,12,model
study.ecore_results.txt,9,15,22,model
studyplan.ecore_results.txt,9,15,18,model
studyprogram.ecore_results.txt,6,7,9,model
Studyprogramme.ecore_results.txt,9,14,15,model
studyprograms.ecore_results.txt,6,17,8,model
studyProgramStructure.ecore_results.txt,9,17,21,model
stuff.ecore_results.txt,3,3,3,model
sunBooks.ecore_results.txt,6,11,7,model
superimposed.ecore_results.txt,19,11,17,model
SuperModFeature.ecore_results.txt,10,3,35,model
swml.ecore_results.txt,18,12,26,model
Swrtj.ecore_results.txt,62,23,74,model
sxfm.ecore_results.txt,15,14,16,model
synccharts.ecore_results.txt,8,14,25,model
SysML_ValueTypes_QUDV.ecore_results.txt,18,21,31,model
syswbeff1065ok.ecore_results.txt,16,15,30,model
syswbeff106prepa.ecore_results.txt,8,4,13,model
table1.ecore_results.txt,3,2,2,model
TableM.ecore_results.txt,3,3,8,model
tables.ecore_results.txt,4,5,8,model
tallerE1Java.ecore_results.txt,9,7,11,model
tar.ecore_results.txt,4,3,6,model
TaskDSL.ecore_results.txt,12,13,7,model
td1.ecore_results.txt,11,24,26,model
tda593.ecore_results.txt,29,61,31,model
tdt4250.ecore_results.txt,5,10,10,model
tdt4250case.ecore_results.txt,12,21,20,model
tDT4250_asssignment1_2.ecore_results.txt,7,15,10,model
TefkatTrace.ecore_results.txt,6,5,4,model
Test.ecore_results.txt,2,2,2,model
testcompat103.ecore_results.txt,6,3,9,model
TestFramework.ecore_results.txt,6,5,5,model
TestintentionsAssistance.ecore_results.txt,22,15,26,model
TestLanguage.ecore_results.txt,2,1,1,model
TestModel.ecore_results.txt,6,3,6,model
testoutput1.ecore_results.txt,3,7,4,model
testport.ecore_results.txt,2,1,2,model
tests.ecore_results.txt,2,2,1,model
testSuite.ecore_results.txt,18,23,9,model
TExp.ecore_results.txt,28,43,48,model
textlink.ecore_results.txt,6,4,5,model
tfsm.ecore_results.txt,7,6,17,model
TGG.ecore_results.txt,27,13,59,model
ThingML.ecore_results.txt,74,24,128,model
tinylibrary.ecore_results.txt,5,9,7,model
Titan.ecore_results.txt,7,8,7,model
TMCLDiagram.ecore_results.txt,6,8,5,model
TModel.ecore_results.txt,6,5,4,model
toe.ecore_results.txt,6,6,15,model
TokenTrace.ecore_results.txt,2,10,8,model
TortugaDSL.ecore_results.txt,19,5,23,model
tp01.ecore_results.txt,3,3,4,model
tp1.ecore_results.txt,3,3,6,model
tP1_EM.ecore_results.txt,3,3,7,model
tP1_IDM.ecore_results.txt,3,3,7,model
tp4.ecore_results.txt,17,16,22,model
tp5.ecore_results.txt,7,10,12,model
tp6.ecore_results.txt,10,15,17,model
trace-metamodel.ecore_results.txt,8,1,15,model
trace-v-101.ecore_results.txt,2,7,5,model
Trace.ecore_results.txt,3,5,2,model
traceability.ecore_results.txt,2,0,5,model
traceabilitymodel.ecore_results.txt,7,26,9,model
tracelinks.ecore_results.txt,3,2,3,model
tracemap.ecore_results.txt,2,0,3,model
TraceMetamodel.ecore_results.txt,3,8,4,model
Traces.ecore_results.txt,2,1,3,model
Train5.ecore_results.txt,7,6,10,model
transform.ecore_results.txt,1,0,2,model
Transformation.ecore_results.txt,31,11,43,model
transformationtrace.ecore_results.txt,3,3,2,model
transformr.ecore_results.txt,15,3,20,model
transientotm.ecore_results.txt,2,2,2,model
TransitionGraph.ecore_results.txt,3,5,6,model
tree.ecore_results.txt,2,6,4,model
TreeHardCoded.ecore_results.txt,1,0,1,model
TreeMapViewer.ecore_results.txt,3,3,3,model
TreeNodeXML.ecore_results.txt,2,4,2,model
TreeOverlapping.ecore_results.txt,3,0,7,model
treeproxy-0.2.0.ecore_results.txt,4,0,7,model
Trees.ecore_results.txt,1,0,1,model
TreeStampedOverTime.ecore_results.txt,5,2,6,model
TreeStructured.ecore_results.txt,3,0,4,model
TrNet.ecore_results.txt,17,12,38,model
TrNetVisual.ecore_results.txt,24,22,61,model
tsm.ecore_results.txt,5,2,8,model
TTMCConstraint.ecore_results.txt,34,8,39,model
turtlebotmission.ecore_results.txt,7,5,9,model
Tutorial.ecore_results.txt,4,5,9,model
Tym.ecore_results.txt,22,10,32,model
type.ecore_results.txt,17,23,18,model
typedef_metamodel.ecore_results.txt,14,19,12,model
TypeGraphBasic.ecore_results.txt,10,5,30,model
TypeGraphTrace.ecore_results.txt,3,2,5,model
Types.ecore_results.txt,21,13,20,model
typeslibrary.ecore_results.txt,10,9,8,model
TypeSystem.ecore_results.txt,12,14,9,model
ueb04_petrinet.ecore_results.txt,6,4,12,model
UFamiliesNew.ecore_results.txt,5,2,11,model
UFamily.ecore_results.txt,5,2,11,model
uisut.ecore_results.txt,9,12,18,model
uitf.ecore_results.txt,8,10,7,model
UlmDsl2.ecore_results.txt,16,28,15,model
uma.ecore_results.txt,64,218,29,model
uml-trace.ecore_results.txt,1,0,4,model
UML.ecore_results.txt,14,5,28,model
UML2_3_0_0.ecore_results.txt,200,106,480,model
UML2_effective.ecore_results.txt,9,3,11,model
uml4sysml.ecore_results.txt,17,4,22,model
umlClass.ecore_results.txt,11,9,31,model
UMLClassDiagram.ecore_results.txt,41,29,54,model
UMLKNES.ecore_results.txt,7,5,13,model
UMLMM.ecore_results.txt,7,8,10,model
umlPrimitiveTypes.ecore_results.txt,0,0,0,model
UMLSimp.ecore_results.txt,6,2,7,model
UMLStateMachineSelect.ecore_results.txt,8,6,29,model
UML_1.4.2_CD.ecore_results.txt,15,16,25,model
UML_2.0_CD.ecore_results.txt,32,11,74,model
Umm.ecore_results.txt,53,138,61,model
unified.ecore_results.txt,45,36,73,model
Units.ecore_results.txt,3,2,4,model
UnitsMT.ecore_results.txt,3,2,4,model
Units_advice.ecore_results.txt,9,3,8,model
Units_advice_advice.ecore_results.txt,12,3,11,model
Units_pointcut.ecore_results.txt,7,3,6,model
University.ecore_results.txt,9,13,19,model
UniversityExtended.ecore_results.txt,11,16,14,model
universityStudies.ecore_results.txt,7,11,11,model
university_multiplicity.ecore_results.txt,3,5,4,model
university_multiplicityLower.ecore_results.txt,3,5,4,model
Urml.ecore_results.txt,51,26,98,model
Use.ecore_results.txt,14,17,20,model
UUniversity.ecore_results.txt,5,2,11,model
validationModel.ecore_results.txt,2,3,1,model
VapodiTrace.ecore_results.txt,6,6,8,model
VCML.ecore_results.txt,88,81,127,model
viatraTraceability.ecore_results.txt,2,0,5,model
viewmodeltrace.ecore_results.txt,9,6,9,model
viewpoint.ecore_results.txt,94,123,132,model
VisualInterface.ecore_results.txt,23,59,19,model
VM.ecore_results.txt,85,61,113,model
vml.ecore_results.txt,7,9,10,model
VorkursDomain.ecore_results.txt,8,20,7,model
vp-2025.ecore_results.txt,4,3,2,model
vp915.ecore_results.txt,4,3,2,model
Wappm.ecore_results.txt,10,12,9,model
wave.ecore_results.txt,41,79,48,model
web.ecore_results.txt,16,32,16,model
WebApp.ecore_results.txt,14,16,8,model
WebGui.ecore_results.txt,16,8,22,model
WebPage.ecore_results.txt,18,20,15,model
Webshop_Builder_3k_Model.ecore_results.txt,17,25,26,model
website.ecore_results.txt,100,266,146,model
web_service.ecore_results.txt,5,4,4,model
